Distance, Median set size, Permutation Size 
9,1,5
10,3,5
10,3,5
10,1,5
11,1,5
12,5,5
11,3,5
10,1,5
10,1,5
11,1,5
12,2,5
12,2,5
11,1,5
9,1,5
10,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,3,5
11,3,5
9,1,5
9,1,5
10,1,5
11,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
10,1,5
11,1,5
9,1,5
9,1,5
10,3,5
11,3,5
12,5,5
11,3,5
11,1,5
10,1,5
10,3,5
10,3,5
12,2,5
11,1,5
12,2,5
11,1,5
10,1,5
10,1,5
12,5,5
11,3,5
11,1,5
10,1,5
10,3,5
10,3,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
8,1,5
9,1,5
10,1,5
9,1,5
10,3,5
9,3,5
8,1,5
8,1,5
11,5,5
10,1,5
11,2,5
12,2,5
12,1,5
11,1,5
10,1,5
10,3,5
10,1,5
10,3,5
9,1,5
9,1,5
11,5,5
10,1,5
11,2,5
12,2,5
12,1,5
11,1,5
10,1,5
10,1,5
11,1,5
12,2,5
12,2,5
11,1,5
9,1,5
10,1,5
8,1,5
7,1,5
8,1,5
9,1,5
10,1,5
11,1,5
10,3,5
9,1,5
10,1,5
11,1,5
9,3,5
8,1,5
8,1,5
7,1,5
7,1,5
7,1,5
9,1,5
10,1,5
8,1,5
8,1,5
9,3,5
10,3,5
11,5,5
10,3,5
10,1,5
9,1,5
9,3,5
9,3,5
11,2,5
10,1,5
11,2,5
10,1,5
9,1,5
9,1,5
11,5,5
10,3,5
10,1,5
9,1,5
9,3,5
9,3,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
9,1,5
10,3,5
9,1,5
9,1,5
8,1,5
8,1,5
8,1,5
12,5,5
11,1,5
12,2,5
12,2,5
12,5,5
11,1,5
11,1,5
11,3,5
11,1,5
11,3,5
10,1,5
10,1,5
12,5,5
11,1,5
12,2,5
12,2,5
12,5,5
11,1,5
10,1,5
10,1,5
11,3,5
11,1,5
11,1,5
11,3,5
10,1,5
10,1,5
9,1,5
8,1,5
8,1,5
9,1,5
11,1,5
11,1,5
11,3,5
10,1,5
10,1,5
11,3,5
10,3,5
9,1,5
9,1,5
8,1,5
8,1,5
8,1,5
9,1,5
10,3,5
8,1,5
8,1,5
8,1,5
9,1,5
10,3,5
9,1,5
9,1,5
8,1,5
8,1,5
8,1,5
10,1,5
10,3,5
10,1,5
10,3,5
9,1,5
9,1,5
10,3,5
9,1,5
9,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
11,1,5
11,1,5
11,1,5
11,1,5
11,3,5
11,3,5
11,1,5
11,1,5
11,1,5
11,1,5
11,3,5
11,3,5
11,1,5
11,1,5
11,1,5
11,1,5
11,3,5
11,3,5
10,1,5
10,1,5
10,1,5
10,1,5
10,1,5
10,1,5
11,3,5
10,1,5
10,1,5
9,1,5
9,1,5
9,1,5
11,1,5
11,3,5
11,1,5
11,3,5
10,1,5
10,1,5
11,3,5
10,1,5
10,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
7,1,5
8,1,5
9,3,5
8,1,5
7,1,5
10,1,5
9,1,5
11,5,5
10,3,5
9,3,5
9,3,5
10,1,5
9,1,5
11,5,5
10,3,5
9,3,5
9,3,5
11,2,5
10,1,5
11,2,5
10,1,5
9,1,5
9,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
12,1,5
11,1,5
12,2,5
11,2,5
11,5,5
10,1,5
12,2,5
11,1,5
12,2,5
11,1,5
10,1,5
10,1,5
12,1,5
11,1,5
12,2,5
11,2,5
11,5,5
10,1,5
9,1,5
9,1,5
10,3,5
10,1,5
10,1,5
10,3,5
7,1,5
7,1,5
8,1,5
9,3,5
8,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
8,1,5
8,1,5
9,3,5
9,1,5
9,1,5
9,3,5
7,1,5
7,1,5
8,1,5
9,3,5
8,1,5
7,1,5
8,1,5
8,1,5
7,1,5
6,1,5
9,1,5
8,1,5
10,1,5
10,3,5
9,3,5
8,3,5
9,1,5
8,1,5
10,5,5
9,3,5
8,3,5
8,3,5
11,5,5
10,3,5
11,1,5
11,5,5
10,3,5
9,1,5
7,1,5
7,1,5
8,1,5
9,3,5
8,1,5
7,1,5
12,3,5
11,1,5
11,1,5
10,1,5
10,1,5
10,1,5
12,1,5
12,5,5
12,5,5
11,3,5
10,1,5
11,3,5
11,1,5
10,1,5
11,1,5
10,1,5
10,3,5
9,1,5
9,1,5
10,3,5
9,1,5
10,3,5
10,1,5
10,1,5
7,1,5
6,1,5
8,1,5
8,1,5
7,1,5
6,1,5
7,1,5
6,1,5
8,3,5
7,1,5
6,1,5
6,1,5
9,3,5
8,1,5
9,1,5
9,1,5
9,3,5
8,1,5
6,1,5
6,1,5
7,1,5
8,3,5
7,1,5
6,1,5
8,1,5
8,1,5
8,1,5
11,1,5
10,1,5
12,5,5
11,3,5
10,3,5
10,3,5
11,1,5
10,1,5
12,5,5
11,3,5
10,3,5
10,3,5
12,2,5
11,1,5
12,2,5
11,1,5
10,1,5
10,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
12,5,5
11,3,5
11,1,5
10,1,5
10,3,5
10,3,5
12,2,5
11,1,5
12,2,5
11,1,5
10,1,5
10,1,5
12,5,5
11,3,5
11,1,5
10,1,5
10,3,5
10,3,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
7,1,5
7,1,5
11,1,5
10,1,5
12,1,5
12,5,5
11,5,5
10,1,5
11,3,5
10,3,5
11,1,5
10,1,5
9,1,5
9,1,5
12,1,5
11,1,5
13,5,5
12,1,5
11,1,5
11,3,5
9,1,5
9,1,5
10,3,5
10,1,5
10,1,5
10,3,5
11,1,5
11,3,5
10,1,5
9,1,5
9,3,5
10,3,5
12,1,5
12,5,5
12,5,5
11,3,5
10,1,5
11,3,5
11,5,5
10,3,5
10,1,5
9,1,5
9,3,5
9,3,5
9,1,5
10,3,5
8,1,5
8,1,5
8,1,5
9,1,5
9,3,5
8,1,5
8,1,5
7,1,5
7,1,5
7,1,5
9,1,5
9,3,5
9,1,5
9,3,5
8,1,5
8,1,5
9,3,5
8,1,5
8,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
6,1,5
10,1,5
9,1,5
11,1,5
11,1,5
10,1,5
9,1,5
10,3,5
9,3,5
10,1,5
9,1,5
8,1,5
8,1,5
11,1,5
10,1,5
12,2,5
12,2,5
11,1,5
10,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,3,5
9,3,5
11,1,5
11,1,5
10,1,5
9,1,5
9,1,5
10,1,5
12,2,5
12,2,5
11,1,5
10,1,5
10,1,5
11,1,5
10,1,5
9,1,5
10,3,5
9,3,5
8,1,5
8,1,5
9,1,5
10,1,5
8,1,5
8,1,5
9,3,5
10,3,5
8,1,5
7,1,5
8,1,5
7,1,5
6,1,5
6,1,5
9,3,5
8,3,5
9,1,5
8,1,5
7,1,5
7,1,5
9,1,5
8,1,5
9,3,5
8,3,5
7,1,5
7,1,5
6,1,5
6,1,5
6,1,5
6,1,5
6,1,5
6,1,5
9,1,5
8,1,5
10,1,5
10,1,5
9,1,5
8,1,5
9,3,5
8,3,5
9,1,5
8,1,5
7,1,5
7,1,5
10,1,5
9,1,5
11,2,5
11,2,5
10,1,5
9,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,3,5
8,3,5
11,1,5
11,1,5
10,1,5
9,1,5
9,1,5
10,1,5
12,2,5
12,2,5
11,1,5
10,1,5
10,1,5
11,1,5
10,1,5
9,1,5
10,1,5
9,1,5
9,3,5
8,1,5
9,1,5
10,1,5
8,1,5
9,3,5
9,1,5
10,1,5
7,1,5
6,1,5
8,1,5
7,1,5
6,1,5
5,1,5
8,3,5
7,3,5
8,1,5
7,1,5
6,1,5
6,1,5
9,1,5
8,1,5
9,1,5
8,1,5
8,3,5
7,1,5
5,1,5
5,1,5
6,1,5
7,3,5
6,1,5
5,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
6,1,5
6,1,5
6,1,5
6,1,5
7,1,5
7,1,5
8,3,5
9,3,5
9,1,5
8,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,3,5
8,3,5
10,3,5
11,3,5
10,1,5
11,1,5
12,1,5
12,3,5
9,3,5
10,3,5
8,1,5
8,1,5
9,1,5
10,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,3,5
9,3,5
10,1,5
11,1,5
10,3,5
11,3,5
12,3,5
12,1,5
10,1,5
9,1,5
11,1,5
11,1,5
10,1,5
9,1,5
9,1,5
8,1,5
10,5,5
9,3,5
8,3,5
8,3,5
11,5,5
10,3,5
12,5,5
11,1,5
10,1,5
9,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,1,5
8,1,5
7,1,5
8,1,5
7,1,5
6,1,5
6,1,5
5,1,5
7,3,5
6,1,5
5,1,5
5,1,5
8,3,5
7,1,5
8,1,5
9,1,5
9,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,3,5
7,3,5
10,1,5
11,1,5
11,5,5
11,2,5
12,2,5
12,1,5
9,1,5
10,1,5
9,3,5
8,1,5
9,1,5
10,1,5
9,3,5
8,1,5
10,3,5
10,1,5
9,1,5
8,1,5
10,3,5
11,5,5
9,1,5
10,1,5
11,1,5
12,5,5
9,1,5
8,1,5
10,1,5
10,1,5
9,1,5
8,1,5
8,1,5
7,1,5
9,5,5
8,3,5
7,3,5
7,3,5
10,5,5
9,3,5
11,5,5
10,1,5
9,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
8,1,5
9,3,5
8,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
8,1,5
9,3,5
8,1,5
8,1,5
8,1,5
9,3,5
9,1,5
9,1,5
9,3,5
9,1,5
10,1,5
10,1,5
11,2,5
12,2,5
11,1,5
8,1,5
9,1,5
8,1,5
8,1,5
9,1,5
10,3,5
9,3,5
9,3,5
10,3,5
11,5,5
10,1,5
9,1,5
10,1,5
11,5,5
10,1,5
11,1,5
12,1,5
12,5,5
10,1,5
10,1,5
11,1,5
12,2,5
11,1,5
10,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,3,5
9,3,5
10,1,5
10,1,5
11,1,5
12,2,5
11,1,5
10,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,1,5
9,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
10,1,5
10,1,5
11,1,5
12,2,5
12,2,5
11,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
10,3,5
10,3,5
11,3,5
12,5,5
11,1,5
10,1,5
10,3,5
10,3,5
10,1,5
11,1,5
12,5,5
11,3,5
9,1,5
9,1,5
10,1,5
11,1,5
11,3,5
10,3,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
9,1,5
9,1,5
10,1,5
11,1,5
11,3,5
10,3,5
8,1,5
8,1,5
9,1,5
10,1,5
10,1,5
9,1,5
7,1,5
8,1,5
7,1,5
9,3,5
8,1,5
7,1,5
7,1,5
9,1,5
9,3,5
9,1,5
9,3,5
8,1,5
8,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
11,1,5
11,3,5
12,1,5
13,5,5
12,1,5
11,1,5
10,1,5
10,3,5
10,1,5
10,3,5
9,1,5
9,1,5
11,5,5
10,1,5
12,5,5
12,1,5
11,1,5
10,1,5
9,1,5
9,1,5
10,3,5
11,3,5
11,1,5
10,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,3,5
9,3,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,3,5
9,3,5
7,1,5
7,1,5
8,1,5
9,1,5
9,1,5
8,1,5
7,1,5
6,1,5
8,3,5
7,1,5
6,1,5
6,1,5
9,3,5
8,1,5
9,1,5
9,1,5
9,3,5
8,1,5
6,1,5
6,1,5
7,1,5
8,3,5
7,1,5
6,1,5
11,1,5
11,1,5
12,5,5
12,2,5
12,2,5
12,5,5
10,1,5
10,1,5
10,3,5
9,1,5
9,1,5
10,3,5
10,3,5
9,1,5
11,3,5
11,1,5
10,1,5
9,1,5
9,1,5
10,3,5
9,1,5
10,1,5
11,1,5
11,3,5
8,1,5
7,1,5
9,1,5
10,3,5
9,3,5
8,3,5
7,1,5
6,1,5
8,3,5
7,1,5
6,1,5
6,1,5
9,3,5
8,1,5
10,3,5
10,1,5
9,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
5,1,5
5,1,5
5,1,5
5,1,5
5,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
9,1,5
10,1,5
9,1,5
10,1,5
11,1,5
11,1,5
8,1,5
9,1,5
7,1,5
7,1,5
8,1,5
9,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,3,5
8,3,5
9,1,5
10,1,5
9,3,5
10,3,5
11,3,5
11,1,5
10,3,5
9,3,5
11,3,5
10,1,5
9,1,5
8,1,5
9,3,5
8,3,5
9,3,5
8,3,5
7,3,5
7,3,5
10,3,5
9,3,5
11,3,5
10,1,5
9,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
6,3,5
5,1,5
4,1,5
4,1,5
7,3,5
6,1,5
8,3,5
9,3,5
8,1,5
7,1,5
5,1,5
5,1,5
6,1,5
7,1,5
7,1,5
6,1,5
10,3,5
11,3,5
10,3,5
10,1,5
11,1,5
12,5,5
9,3,5
10,3,5
8,3,5
7,1,5
8,1,5
9,1,5
8,3,5
7,1,5
9,3,5
9,1,5
8,1,5
7,1,5
9,3,5
10,3,5
8,1,5
9,1,5
10,1,5
11,3,5
9,3,5
8,3,5
10,3,5
9,1,5
8,1,5
7,1,5
8,3,5
7,3,5
8,3,5
7,3,5
6,3,5
6,3,5
9,3,5
8,3,5
10,3,5
9,1,5
8,1,5
7,1,5
5,1,5
5,1,5
6,1,5
7,1,5
7,1,5
6,1,5
4,1,5
4,1,5
5,1,5
5,1,5
5,1,5
6,1,5
7,1,5
7,1,5
6,1,5
5,1,5
6,1,5
6,1,5
7,1,5
8,1,5
7,1,5
8,1,5
9,1,5
8,1,5
9,1,5
10,1,5
10,1,5
7,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,3,5
7,3,5
8,1,5
9,1,5
8,3,5
9,3,5
10,3,5
10,1,5
10,3,5
9,3,5
11,3,5
10,1,5
9,1,5
8,1,5
9,3,5
8,3,5
8,3,5
7,3,5
6,3,5
7,3,5
9,3,5
8,3,5
10,3,5
9,1,5
8,1,5
7,1,5
5,1,5
6,1,5
6,1,5
7,1,5
8,1,5
7,1,5
3,1,5
4,1,5
5,1,5
4,1,5
6,1,5
7,1,5
6,1,5
5,1,5
4,1,5
5,1,5
5,1,5
6,1,5
7,1,5
6,1,5
8,1,5
9,1,5
8,1,5
9,3,5
10,3,5
10,1,5
7,1,5
8,1,5
6,1,5
5,1,5
6,1,5
7,1,5
6,1,5
5,1,5
7,1,5
8,3,5
7,3,5
6,3,5
7,1,5
8,1,5
7,3,5
8,3,5
9,3,5
9,1,5
9,3,5
8,3,5
10,3,5
9,1,5
8,1,5
7,1,5
8,3,5
7,3,5
7,3,5
6,3,5
5,3,5
6,3,5
8,3,5
7,3,5
9,3,5
8,1,5
7,1,5
6,1,5
4,1,5
5,1,5
5,1,5
6,1,5
7,1,5
6,1,5
3,1,5
5,1,5
4,1,5
6,1,5
7,1,5
6,1,5
5,1,5
3,1,5
4,1,5
4,1,5
5,1,5
6,1,5
5,1,5
8,1,5
9,1,5
8,1,5
8,1,5
9,1,5
10,3,5
7,1,5
8,1,5
6,1,5
5,1,5
6,1,5
7,1,5
6,1,5
5,1,5
7,1,5
7,1,5
6,1,5
5,1,5
7,3,5
8,3,5
6,1,5
7,1,5
8,1,5
9,3,5
8,3,5
7,3,5
9,3,5
8,1,5
7,1,5
6,1,5
7,3,5
6,3,5
6,3,5
5,3,5
4,3,5
5,3,5
7,3,5
6,3,5
8,3,5
7,1,5
6,1,5
5,1,5
3,1,5
4,1,5
4,1,5
5,1,5
6,1,5
5,1,5
6,1,5
5,1,5
7,1,5
8,1,5
7,1,5
6,1,5
4,1,5
4,1,5
5,1,5
6,1,5
6,1,5
5,1,5
9,1,5
10,1,5
9,1,5
9,1,5
10,1,5
11,3,5
8,1,5
9,1,5
7,1,5
6,1,5
7,1,5
8,1,5
7,1,5
6,1,5
8,1,5
8,1,5
7,1,5
6,1,5
8,3,5
9,3,5
7,1,5
8,1,5
9,1,5
10,3,5
8,3,5
7,3,5
9,3,5
8,1,5
7,1,5
6,1,5
7,3,5
6,3,5
7,3,5
6,3,5
5,3,5
5,3,5
8,3,5
7,3,5
9,3,5
8,1,5
7,1,5
6,1,5
4,1,5
4,1,5
5,1,5
6,1,5
6,1,5
5,1,5
5,1,5
6,1,5
7,1,5
7,1,5
6,1,5
6,1,5
7,1,5
7,3,5
8,3,5
9,3,5
8,1,5
8,1,5
9,1,5
9,3,5
10,5,5
11,5,5
10,1,5
7,1,5
8,1,5
6,1,5
6,1,5
7,1,5
8,1,5
7,3,5
7,3,5
8,3,5
9,5,5
8,1,5
7,1,5
8,1,5
9,1,5
8,1,5
9,1,5
10,1,5
10,1,5
10,1,5
10,3,5
11,1,5
11,1,5
10,1,5
9,1,5
9,1,5
9,3,5
8,1,5
7,1,5
7,3,5
8,3,5
9,1,5
8,1,5
10,1,5
10,1,5
9,1,5
8,1,5
6,1,5
7,1,5
7,1,5
8,1,5
9,1,5
8,1,5
6,1,5
7,1,5
6,1,5
5,1,5
5,1,5
6,1,5
6,3,5
7,3,5
8,3,5
7,1,5
8,1,5
9,1,5
9,3,5
9,1,5
10,1,5
10,1,5
7,1,5
8,1,5
6,1,5
5,1,5
6,1,5
7,1,5
7,3,5
6,3,5
8,3,5
8,1,5
7,1,5
6,1,5
7,1,5
8,1,5
7,1,5
8,1,5
9,1,5
9,1,5
9,1,5
9,3,5
10,1,5
10,1,5
9,1,5
8,1,5
8,1,5
8,3,5
7,1,5
6,1,5
6,3,5
7,3,5
8,1,5
7,1,5
9,1,5
9,1,5
8,1,5
7,1,5
5,1,5
6,1,5
6,1,5
7,1,5
8,1,5
7,1,5
7,1,5
8,3,5
7,1,5
7,1,5
8,1,5
8,3,5
8,1,5
9,1,5
9,1,5
8,1,5
9,1,5
9,1,5
10,2,5
11,2,5
10,1,5
7,1,5
8,1,5
7,1,5
7,1,5
8,1,5
9,3,5
8,3,5
8,3,5
9,3,5
10,5,5
9,1,5
8,1,5
9,1,5
10,5,5
9,1,5
10,1,5
11,1,5
11,5,5
10,1,5
11,5,5
11,1,5
12,2,5
11,1,5
10,1,5
9,1,5
10,5,5
8,1,5
8,1,5
8,3,5
9,3,5
9,1,5
9,1,5
10,1,5
11,2,5
10,1,5
9,1,5
7,1,5
8,1,5
8,1,5
9,1,5
10,1,5
9,1,5
7,1,5
7,1,5
7,1,5
8,1,5
7,1,5
7,1,5
8,1,5
9,3,5
9,1,5
9,1,5
10,1,5
11,2,5
11,2,5
10,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
9,3,5
9,3,5
10,3,5
11,5,5
10,1,5
9,1,5
9,3,5
9,3,5
9,1,5
10,1,5
11,5,5
10,3,5
9,1,5
10,3,5
10,1,5
11,1,5
11,1,5
10,1,5
8,1,5
9,3,5
7,1,5
7,1,5
7,1,5
8,1,5
8,1,5
8,1,5
9,1,5
10,1,5
10,3,5
9,3,5
7,1,5
8,1,5
8,1,5
9,1,5
10,1,5
9,1,5
6,1,5
6,1,5
7,1,5
6,1,5
6,1,5
7,1,5
8,3,5
10,3,5
9,1,5
11,5,5
11,1,5
11,5,5
10,3,5
9,3,5
8,1,5
8,1,5
7,1,5
7,1,5
7,1,5
9,3,5
8,3,5
10,3,5
10,1,5
9,1,5
8,1,5
8,3,5
8,3,5
8,1,5
9,1,5
10,5,5
9,3,5
8,1,5
9,3,5
9,1,5
10,1,5
10,1,5
9,1,5
7,1,5
8,3,5
6,1,5
6,1,5
6,1,5
7,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,3,5
8,3,5
6,1,5
7,1,5
7,1,5
8,1,5
9,1,5
8,1,5
5,1,5
6,1,5
5,1,5
6,1,5
7,1,5
7,1,5
9,1,5
9,1,5
10,3,5
10,1,5
10,1,5
10,3,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
7,1,5
8,3,5
7,3,5
9,3,5
9,1,5
8,1,5
7,1,5
7,3,5
8,3,5
7,1,5
8,1,5
9,1,5
9,3,5
8,1,5
8,1,5
9,1,5
10,3,5
9,1,5
8,1,5
7,1,5
7,1,5
6,1,5
5,1,5
5,1,5
6,1,5
7,1,5
6,1,5
8,1,5
9,3,5
8,3,5
7,3,5
5,1,5
6,1,5
6,1,5
7,1,5
8,1,5
7,1,5
4,1,5
4,1,5
5,1,5
6,1,5
5,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
7,1,5
7,1,5
6,1,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
7,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
6,1,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
5,1,5
5,1,5
4,1,5
3,1,5
4,1,5
6,1,5
5,1,5
7,1,5
7,1,5
6,1,5
5,1,5
3,1,5
4,1,5
4,1,5
5,1,5
6,1,5
5,1,5
5,1,5
6,1,5
6,1,5
5,1,5
10,1,5
10,1,5
10,1,5
10,1,5
10,1,5
10,1,5
9,1,5
9,1,5
8,1,5
7,1,5
7,1,5
8,1,5
8,1,5
7,1,5
9,1,5
9,1,5
8,1,5
7,1,5
7,1,5
8,1,5
7,1,5
8,1,5
9,1,5
9,1,5
7,1,5
6,1,5
8,1,5
8,1,5
7,1,5
6,1,5
6,1,5
5,1,5
6,1,5
5,1,5
4,1,5
4,1,5
7,1,5
6,1,5
8,1,5
8,1,5
7,1,5
6,1,5
4,1,5
4,1,5
5,1,5
6,1,5
6,1,5
5,1,5
5,1,5
6,1,5
6,1,5
10,3,5
9,1,5
10,1,5
10,1,5
10,3,5
9,1,5
9,3,5
8,1,5
8,3,5
7,3,5
6,1,5
7,1,5
8,1,5
7,1,5
9,1,5
9,1,5
8,1,5
7,1,5
6,1,5
7,1,5
7,3,5
8,3,5
9,3,5
8,1,5
7,1,5
7,1,5
8,1,5
9,3,5
8,1,5
7,1,5
6,1,5
6,1,5
5,1,5
4,1,5
4,1,5
5,1,5
6,1,5
5,1,5
7,1,5
8,3,5
7,3,5
6,3,5
4,1,5
5,1,5
5,1,5
6,1,5
7,1,5
6,1,5
6,1,5
7,3,5
10,1,5
9,1,5
11,2,5
11,2,5
10,1,5
9,1,5
9,1,5
8,1,5
9,3,5
8,3,5
7,1,5
7,1,5
9,1,5
8,1,5
10,1,5
10,1,5
9,1,5
8,1,5
7,1,5
7,1,5
8,3,5
9,3,5
9,1,5
8,1,5
7,1,5
8,3,5
8,1,5
9,1,5
9,1,5
8,1,5
6,1,5
7,3,5
5,1,5
5,1,5
5,1,5
6,1,5
6,1,5
6,1,5
7,1,5
8,1,5
8,3,5
7,3,5
5,1,5
6,1,5
6,1,5
7,1,5
8,1,5
7,1,5
6,1,5
11,1,5
10,1,5
12,2,5
12,2,5
11,1,5
10,1,5
10,1,5
9,1,5
10,3,5
9,3,5
8,1,5
8,1,5
10,1,5
9,1,5
11,1,5
11,1,5
10,1,5
9,1,5
8,1,5
8,1,5
9,3,5
10,3,5
10,1,5
9,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,3,5
8,3,5
6,1,5
6,1,5
6,1,5
6,1,5
6,1,5
6,1,5
7,1,5
7,1,5
8,1,5
9,1,5
9,3,5
8,3,5
6,1,5
6,1,5
7,1,5
8,1,5
8,1,5
7,1,5
11,1,5
11,3,5
11,1,5
11,1,5
11,1,5
11,3,5
10,1,5
10,3,5
9,1,5
8,1,5
8,1,5
9,3,5
9,1,5
8,1,5
10,1,5
10,1,5
9,1,5
8,1,5
8,1,5
9,3,5
8,1,5
9,1,5
10,1,5
10,3,5
7,1,5
6,1,5
8,1,5
9,3,5
8,3,5
7,3,5
6,1,5
5,1,5
7,3,5
6,1,5
5,1,5
5,1,5
8,3,5
7,1,5
9,3,5
9,1,5
8,1,5
7,1,5
5,1,5
5,1,5
6,1,5
7,1,5
7,1,5
6,1,5
9,1,5
8,1,5
8,1,5
9,1,5
10,3,5
8,1,5
9,1,5
8,1,5
8,1,5
9,1,5
10,3,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
8,1,5
10,3,5
10,1,5
9,1,5
9,1,5
10,3,5
10,1,5
12,3,5
12,1,5
11,1,5
11,1,5
11,1,5
12,5,5
11,1,5
12,5,5
10,1,5
10,1,5
10,3,5
11,3,5
10,1,5
10,1,5
10,1,5
10,1,5
10,3,5
10,3,5
9,1,5
10,1,5
9,1,5
9,1,5
10,1,5
11,3,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
11,3,5
11,1,5
10,1,5
10,1,5
11,3,5
11,1,5
10,1,5
11,3,5
9,1,5
9,1,5
9,1,5
10,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
9,1,5
10,1,5
9,1,5
9,1,5
10,1,5
11,3,5
7,1,5
8,1,5
9,1,5
9,3,5
10,3,5
8,1,5
8,1,5
9,1,5
10,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
7,1,5
9,1,5
10,1,5
8,1,5
8,1,5
9,3,5
10,3,5
12,1,5
12,5,5
11,1,5
10,1,5
10,1,5
11,5,5
12,2,5
11,1,5
11,2,5
10,1,5
9,1,5
10,1,5
11,5,5
10,3,5
10,1,5
9,1,5
9,3,5
9,3,5
8,1,5
9,1,5
8,1,5
8,1,5
9,1,5
10,3,5
7,1,5
8,1,5
9,1,5
10,1,5
9,3,5
8,1,5
9,1,5
10,1,5
8,3,5
7,1,5
7,1,5
6,1,5
6,1,5
6,1,5
8,1,5
9,1,5
7,1,5
7,1,5
8,3,5
